"","district","weekstartdate","anycases","totalcases","est"
"1","moody",2004-11-21,0,0,3.91047438066779e-06
"2","union",2004-07-18,0,0,0.0550653534755014
"3","moody",2004-11-14,0,0,8.35324735691334e-06
"4","marshall",2004-10-31,0,0,0.000256220625386842
"5","marshall",2004-07-25,0,0,0.0494309900885982
"6","marshall",2004-10-24,0,0,0.000507257693476762
"7","moody",2004-10-31,0,0,5.54652947011808e-05
"8","moody",2004-09-26,0,0,0.00115539898271404
"9","union",2004-10-03,0,0,0.00300460963153013
"10","marshall",2004-08-15,0,0,0.0213929363200713
"11","moody",2004-10-24,0,0,9.21980978304899e-05
"12","moody",2004-10-17,0,0,0.000139756645466147
"13","moody",2004-09-19,0,0,0.00131738377704672
"14","marshall",2004-08-22,0,0,0.0143226464133715
"15","moody",2004-11-28,0,0,1.31160557101239e-06
"16","marshall",2004-11-07,0,0,0.000110173528037702
"17","moody",2004-12-05,0,0,4.61650055200513e-07
"18","marshall",2004-08-01,0,0,0.0422063157404006
"19","union",2004-07-04,0,0,0.0311580237142316
"20","moody",2004-12-19,0,0,7.57196189807933e-08
"21","moody",2004-08-15,0,0,0.00431466187225795
"22","moody",2004-08-22,0,0,0.00274547552526426
"23","moody",2004-10-03,0,0,0.000582558259322857
"24","moody",2004-11-07,0,0,2.52009216981272e-05
"25","union",2004-10-17,0,0,0.000847244445018085
"26","union",2004-10-24,0,0,0.000625379711366965
"27","union",2004-06-27,0,0,0.0212090709404684
"28","lincoln",2004-10-17,0,0,0.0023817011842487
"29","union",2004-07-11,0,0,0.0389982872197401
"30","marshall",2004-11-14,0,0,3.4510334257393e-05
"31","marshall",2004-11-21,0,0,1.39034920155139e-05
"32","moody",2004-12-12,0,0,2.23159438565464e-07
"33","marshall",2004-11-28,0,0,4.57834621661941e-06
"34","marshall",2004-12-05,0,0,1.85596361592588e-06
"35","moody",2004-12-26,0,0,2.02335159049622e-08
"36","union",2004-08-29,0,0,0.0138809828431039
"37","moody",2004-10-10,0,0,0.000321675935621938
"38","moody",2004-09-05,0,0,0.00216604187251553
"39","marshall",2004-07-18,0,0,0.0429187885972426
"40","lincoln",2004-10-10,0,0,0.00509271202709105
"41","marshall",2004-10-10,0,0,0.00236101124428871
"42","marshall",2004-08-08,0,0,0.0392975063286986
"43","clark",2004-12-26,0,0,7.54983783790323e-08
"44","union",2004-07-25,0,0,0.0634690150165573
"45","union",2004-08-01,0,0,0.0505042086183844
"46","codington",2004-09-12,0,0,0.0269295692790722
"47","moody",2004-08-08,0,0,0.00837415209046008
"48","brookings",2004-10-31,0,0,0.000712563551052268
"49","brookings",2004-11-07,0,0,0.000319218990120539
"50","union",2004-10-10,0,0,0.00173057245159681
"51","union",2004-09-05,0,0,0.0119894793437659
"52","moody",2004-09-12,0,0,0.00156695206518189
"53","marshall",2004-10-03,0,0,0.00390112399532151
"54","union",2004-10-31,0,0,0.000434347051567594
"55","marshall",2004-10-17,0,0,0.000968545151494489
"56","codington",2004-08-22,0,0,0.0371431580331036
"57","codington",2004-08-29,0,0,0.0335256932823603
"58","codington",2004-09-05,0,0,0.0346014053905343
"59","union",2004-11-21,0,0,3.6712092354245e-05
"60","union",2004-08-08,0,0,0.0484697357083407
"61","union",2004-08-15,0,0,0.0242683483365603
"62","union",2004-08-22,0,0,0.0160309299948063
"63","moody",2004-08-29,0,0,0.00230899123927608
"64","marshall",2004-07-04,0,0,0.017866190325152
"65","union",2004-09-12,0,0,0.00797828432040763
"66","union",2004-09-19,0,0,0.0067199842033613
"67","brookings",2004-08-01,0,0,0.110071065729501
"68","brookings",2004-08-08,0,0,0.107218076292959
"69","brookings",2004-08-15,0,0,0.0586186469408482
"70","brookings",2004-09-26,0,0,0.0170586978384731
"71","marshall",2004-08-29,0,0,0.0128182159962973
"72","marshall",2004-09-05,0,0,0.0125609092679425
"73","marshall",2004-09-12,0,0,0.00953305572005248
"74","marshall",2004-09-19,0,0,0.00835254517469874
"75","lincoln",2004-12-26,0,0,3.52667314428605e-07
"76","marshall",2004-12-12,0,0,8.1582339848096e-07
"77","brookings",2004-11-14,0,0,0.000105733482230507
"78","brookings",2004-11-21,0,0,4.8330822754599e-05
"79","lincoln",2004-10-03,0,0,0.00896666754950687
"80","clark",2004-10-24,0,0,0.000484669067747985
"81","clark",2004-10-31,0,0,0.000256038204001727
"82","clark",2004-11-07,0,0,0.000109514959563119
"83","clark",2004-11-14,0,0,3.50429280220646e-05
"84","clark",2004-11-21,0,0,1.44006456982327e-05
"85","clark",2004-11-28,0,0,4.80848673661683e-06
"86","clark",2004-12-05,0,0,1.79562915816034e-06
"87","codington",2004-09-19,0,0,0.0235365657029967
"88","codington",2004-09-26,0,0,0.0206649340978283
"89","lincoln",2004-12-19,0,0,1.2767282746828e-06
"90","grant",2004-10-24,0,0,0.000433556583387202
"91","grant",2004-10-31,0,0,0.000224771632659068
"92","marshall",2004-09-26,0,0,0.00736875209273273
"93","grant",2004-11-14,0,0,3.13364865934468e-05
"94","union",2004-09-26,0,0,0.00577988322148585
"95","grant",2004-12-12,0,0,8.16606843991478e-07
"96","grant",2004-12-19,0,0,2.73838627034836e-07
"97","union",2004-11-07,0,0,0.000211603083683738
"98","union",2004-11-14,0,0,7.40788174128234e-05
"99","kingsbury",2004-09-05,0,0,0.0123628674850237
"100","kingsbury",2004-09-12,0,0,0.00948233616476329
"101","union",2004-11-28,0,0,1.17456223459314e-05
"102","codington",2004-10-03,0,0,0.0107584808514555
"103","marshall",2004-06-27,0,0,0.00974293125286474
"104","brookings",2004-07-11,0,0,0.0754582619413728
"105","grant",2004-11-07,0,0,9.75267710066502e-05
"106","brookings",2004-07-25,0,0,0.129614145168245
"107","minnehaha",2004-12-12,0,0,6.05197888909067e-06
"108","minnehaha",2004-12-19,0,0,2.13602005129335e-06
"109","minnehaha",2004-12-26,0,0,5.93292905174515e-07
"110","brookings",2004-08-22,0,0,0.0386957877050134
"111","brookings",2004-08-29,0,0,0.0329064641943276
"112","brookings",2004-10-03,0,0,0.00874403731320714
"113","brookings",2004-10-10,0,0,0.00481909141148586
"114","brookings",2004-10-17,0,0,0.00201194865787918
"115","brookings",2004-10-24,0,0,0.00125683169885485
"116","codington",2004-06-27,0,0,0.0263876466903113
"117","clark",2004-10-03,0,0,0.00397102666175397
"118","clark",2004-10-10,0,0,0.00222905106967081
"119","clark",2004-10-17,0,0,0.000891677283680812
"120","codington",2004-07-25,0,0,0.107507430288819
"121","codington",2004-08-01,0,0,0.0925197423009697
"122","codington",2004-08-08,0,0,0.0931255151904782
"123","codington",2004-08-15,0,0,0.0527887109407021
"124","brookings",2004-12-19,0,0,9.94888452568465e-07
"125","brookings",2004-12-26,0,0,2.62731220916249e-07
"126","day",2004-10-03,0,0,0.00497279972090297
"127","grant",2004-10-03,0,0,0.00338888407137857
"128","grant",2004-10-10,0,0,0.00191635054898434
"129","grant",2004-10-17,0,0,0.000764810328428607
"130","day",2004-10-31,0,0,0.000304970768657388
"131","codington",2004-10-10,0,0,0.00595387184159642
"132","codington",2004-10-17,0,0,0.00228711665003564
"133","codington",2004-10-24,0,0,0.00126923853111173
"134","grant",2004-11-21,0,0,1.37310795774491e-05
"135","grant",2004-11-28,0,0,4.6027526932812e-06
"136","grant",2004-12-05,0,0,1.77584355968527e-06
"137","kingsbury",2004-08-22,0,0,0.0150435753452979
"138","kingsbury",2004-08-29,0,0,0.0128051924738436
"139","codington",2004-12-05,0,0,4.82349430142497e-06
"140","codington",2004-12-12,0,0,2.23146181110108e-06
"141","codington",2004-12-19,0,0,7.71888803323819e-07
"142","brookings",2004-06-27,0,0,0.0334888076888833
"143","brookings",2004-07-04,0,0,0.0557100673353691
"144","mccook",2004-08-08,0,0,0.0424434005350479
"145","marshall",2004-07-11,0,0,0.0256504310699333
"146","hamlin",2004-12-26,0,0,1.26362671876151e-07
"147","union",2004-12-26,0,0,1.41225735753156e-07
"148","kingsbury",2004-10-31,0,0,0.000291435347204202
"149","kingsbury",2004-11-07,0,0,0.000126928864293581
"150","clark",2004-07-18,0,0,0.039193208521594
"151","moody",2004-06-27,0,0,0.00271180145252861
"152","moody",2004-07-04,0,0,0.00448925955054951
"153","moody",2004-07-11,0,0,0.00601871035693981
"154","moody",2004-07-18,0,0,0.00922461467233557
"155","moody",2004-07-25,0,0,0.0106827804087142
"156","moody",2004-08-01,0,0,0.00879643211829495
"157","codington",2004-07-04,0,0,0.0448009174619753
"158","codington",2004-07-11,0,0,0.0619040134069167
"159","codington",2004-07-18,0,0,0.0953959276085786
"160","clark",2004-09-19,0,0,0.00935444842339371
"161","grant",2004-06-27,0,0,0.00959024622606978
"162","grant",2004-07-04,0,0,0.0172679868169336
"163","grant",2004-07-11,0,0,0.0248673021582362
"164","grant",2004-07-18,0,0,0.0392917807169646
"165","grant",2004-07-25,0,0,0.0442898291878586
"166","grant",2004-08-01,0,0,0.0361752812975444
"167","day",2004-10-10,0,0,0.00287501674277012
"168","day",2004-10-17,0,0,0.00112733583170941
"169","day",2004-10-24,0,0,0.000599845577269242
"170","clark",2004-12-19,0,0,2.72889965848833e-07
"171","grant",2004-09-26,0,0,0.00642103209123382
"172","kingsbury",2004-07-04,1,1,0.0226504365930553
"173","kingsbury",2004-07-11,1,1,0.0302474034670324
"174","codington",2004-10-31,0,0,0.000647785010643754
"175","codington",2004-11-07,0,0,0.000275017303515666
"176","codington",2004-11-14,0,0,8.84323954223061e-05
"177","codington",2004-11-21,0,0,3.81332766212291e-05
"178","codington",2004-11-28,0,0,1.29024826155229e-05
"179","day",2004-12-26,0,0,8.91719831963844e-08
"180","mccook",2004-07-04,0,0,0.0255201038047188
"181","mccook",2004-07-11,0,0,0.0332149921991833
"182","kingsbury",2004-09-19,0,0,0.00810296733393968
"183","grant",2004-12-26,0,0,6.72972765933873e-08
"184","union",2004-12-05,0,0,3.45387887552224e-06
"185","brookings",2004-07-18,0,0,0.11369416111423
"186","union",2004-12-19,0,0,5.36656739196357e-07
"187","mccook",2004-08-22,0,0,0.0149878698034365
"188","mccook",2004-08-29,0,0,0.0127237734006185
"189","mccook",2004-09-05,0,0,0.0120037202586355
"190","kingsbury",2004-11-14,0,0,4.05215894884493e-05
"191","kingsbury",2004-11-21,0,0,1.72426333707233e-05
"192","kingsbury",2004-11-28,0,0,5.70956241224106e-06
"193","brookings",2004-09-05,0,0,0.0316530818000369
"194","brookings",2004-09-12,0,0,0.0234599143266008
"195","brookings",2004-09-19,0,0,0.0195712746326695
"196","day",2004-06-27,0,0,0.0118942152671123
"197","clark",2004-09-26,0,0,0.00781956484324068
"198","lincoln",2004-12-12,0,0,3.55236703399611e-06
"199","clark",2004-09-12,0,0,0.0106845433088198
"200","day",2004-07-25,0,0,0.0543058232511014
"201","day",2004-08-01,0,0,0.0463919149964808
"202","brookings",2004-11-28,0,0,1.65390523175757e-05
"203","brookings",2004-12-05,0,0,6.01030614902087e-06
"204","brookings",2004-12-12,0,0,2.93475844883175e-06
"205","lake",2004-08-01,0,0,0.0822366630493747
"206","lake",2004-08-08,0,0,0.0792215317774127
"207","grant",2004-08-08,0,0,0.0338545774988019
"208","grant",2004-08-15,0,0,0.0178999958807354
"209","clark",2004-12-12,0,0,7.90775377247279e-07
"210","lake",2004-09-05,0,0,0.0221066891671845
"211","lake",2004-09-12,0,0,0.0162074045123274
"212","day",2004-11-07,0,0,0.000128793493604359
"213","day",2004-11-14,0,0,4.10284057403887e-05
"214","kingsbury",2004-07-18,0,0,0.0460850492238899
"215","kingsbury",2004-07-25,0,0,0.0512300799001013
"216","kingsbury",2004-08-01,0,0,0.0415881543409735
"217","kingsbury",2004-08-08,1,1,0.0408924307048306
"218","kingsbury",2004-08-15,1,1,0.0222475075958898
"219","lake",2004-10-31,0,0,0.000513308077740592
"220","lake",2004-11-07,0,0,0.000230952938364689
"221","lake",2004-11-14,0,0,7.61886451906508e-05
"222","mccook",2004-07-18,1,1,0.0490893521277813
"223","mccook",2004-07-25,0,0,0.0547856139278551
"224","mccook",2004-08-01,0,0,0.0440656844663833
"225","union",2004-12-12,0,0,1.5756866862225e-06
"226","mccook",2004-08-15,0,0,0.0223419425236043
"227","hamlin",2004-11-28,0,0,8.30064899699998e-06
"228","hamlin",2004-12-05,0,0,3.02557089739026e-06
"229","hamlin",2004-12-12,0,0,1.42694705935464e-06
"230","hamlin",2004-12-19,0,0,4.85226561545445e-07
"231","lincoln",2004-09-26,0,0,0.0171063756332812
"232","lincoln",2004-10-24,0,0,0.00163432586475994
"233","lincoln",2004-10-31,0,0,0.00104412106294545
"234","lincoln",2004-11-07,0,0,0.000469721700960003
"235","lincoln",2004-11-14,0,0,0.000154371306955097
"236","lincoln",2004-11-21,0,0,7.28788610860196e-05
"237","day",2004-07-04,0,0,0.02115703113831
"238","day",2004-07-11,0,0,0.0294483496962803
"239","day",2004-07-18,0,0,0.0477939574333351
"240","roberts",2004-10-17,0,0,0.000856470211279415
"241","lake",2004-06-27,0,0,0.0278336161566537
"242","lake",2004-07-04,0,0,0.0447810309294841
"243","lake",2004-07-11,1,1,0.0594297271941843
"244","lake",2004-07-18,1,1,0.088868235689668
"245","lake",2004-07-25,0,0,0.100116592196284
"246","day",2004-08-22,0,0,0.0175706765763428
"247","lake",2004-08-15,0,0,0.0428087026814164
"248","lake",2004-08-22,0,0,0.0281836808227416
"249","lake",2004-08-29,0,0,0.0235709577398998
"250","day",2004-09-19,0,0,0.010920009626996
"251","grant",2004-08-22,0,0,0.0118545373963305
"252","grant",2004-08-29,0,0,0.0105006316715276
"253","grant",2004-09-05,0,0,0.0107706432250324
"254","marshall",2004-12-19,0,0,2.81681558307202e-07
"255","marshall",2004-12-26,0,0,7.18666134429895e-08
"256","day",2004-12-05,0,0,2.16998194817267e-06
"257","day",2004-12-12,0,0,9.78349371933961e-07
"258","day",2004-12-19,0,0,3.39541990022866e-07
"259","hamlin",2004-09-26,0,0,0.011540085799559
"260","hamlin",2004-10-03,0,0,0.00600642742195806
"261","hamlin",2004-10-10,0,0,0.00331518406734536
"262","lake",2004-11-21,0,0,3.48284215073269e-05
"263","lake",2004-11-28,0,0,1.1878187915965e-05
"264","roberts",2004-06-27,0,0,0.0100162504411143
"265","miner",2004-06-27,0,0,0.00633069366225223
"266","hamlin",2004-11-21,0,0,2.45332660433704e-05
"267","roberts",2004-07-18,0,0,0.0448222203561166
"268","roberts",2004-07-25,0,0,0.0510115401887795
"269","roberts",2004-08-01,0,0,0.0412950269500165
"270","roberts",2004-08-08,0,0,0.0376798212760485
"271","roberts",2004-08-15,0,0,0.0195442791065768
"272","roberts",2004-08-22,0,0,0.0126376432449248
"273","roberts",2004-08-29,0,0,0.0112264888907914
"274","kingsbury",2004-12-05,0,0,2.00774350496669e-06
"275","kingsbury",2004-12-12,0,0,9.07862135423988e-07
"276","kingsbury",2004-12-19,0,0,3.11549701065246e-07
"277","lincoln",2004-11-28,0,0,2.39861052530748e-05
"278","lincoln",2004-12-05,0,0,7.39380319506915e-06
"279","clark",2004-09-05,0,0,0.0133673885230246
"280","mccook",2004-11-21,0,0,1.58821424361319e-05
"281","mccook",2004-11-28,0,0,5.23330616308124e-06
"282","mccook",2004-12-05,0,0,1.76769767281863e-06
"283","mccook",2004-12-12,0,0,8.40174173964523e-07
"284","mccook",2004-12-19,0,0,3.13390167197508e-07
"285","mccook",2004-12-26,0,0,9.29902593387075e-08
"286","deuel",2004-11-07,0,0,4.70787438954044e-05
"287","day",2004-08-29,0,0,0.0158033008970939
"288","day",2004-09-05,0,0,0.0159065996785988
"289","day",2004-09-12,0,0,0.012388817126965
"290","deuel",2004-11-28,0,0,2.46657070953433e-06
"291","day",2004-09-26,0,0,0.0095089736868013
"292","deuel",2004-12-12,0,0,4.51346911729934e-07
"293","lake",2004-09-19,1,1,0.0136888809103779
"294","grant",2004-09-12,0,0,0.00806806390960353
"295","grant",2004-09-19,0,0,0.00703834026540963
"296","kingsbury",2004-06-27,0,0,0.0138374523451522
"297","lake",2004-10-17,0,0,0.00139260444218202
"298","lake",2004-10-24,0,0,0.000874598578669239
"299","deuel",2004-12-26,0,0,3.81961809564546e-08
"300","minnehaha",2004-09-26,0,0,0.0342506648868504
"301","minnehaha",2004-10-03,0,0,0.0178176744013669
"302","hamlin",2004-10-17,0,0,0.00130906570914323
"303","hamlin",2004-10-24,0,0,0.000757010429058268
"304","lake",2004-12-05,0,0,4.3169933194925e-06
"305","roberts",2004-07-04,0,0,0.0186334012338383
"306","roberts",2004-07-11,0,0,0.0273567169469988
"307","miner",2004-07-04,0,0,0.0101306440586486
"308","miner",2004-07-11,0,0,0.0132704627196686
"309","miner",2004-07-18,0,0,0.0199525989301901
"310","miner",2004-07-25,0,0,0.0221093505845398
"311","mccook",2004-09-12,0,0,0.00895403570031703
"312","mccook",2004-09-19,0,0,0.00786252475984989
"313","mccook",2004-09-26,0,0,0.00661255654419848
"314","mccook",2004-10-03,0,0,0.00343317793800562
"315","mccook",2004-10-10,0,0,0.00187881755106318
"316","mccook",2004-10-17,0,0,0.000787303179246955
"317","kingsbury",2004-12-26,0,0,8.54449108054866e-08
"318","roberts",2004-10-03,0,0,0.00348279834914851
"319","roberts",2004-10-10,0,0,0.00206609376538004
"320","mccook",2004-11-07,0,0,0.000111764140498573
"321","mccook",2004-11-14,0,0,3.54973842959143e-05
"322","roberts",2004-10-24,0,0,0.000473589844031386
"323","roberts",2004-10-31,0,0,0.000245086416765556
"324","roberts",2004-11-07,0,0,0.000107568834694025
"325","day",2004-08-08,0,0,0.0454467551561253
"326","day",2004-08-15,0,0,0.0250089898451557
"327","roberts",2004-11-21,0,0,1.45307921800864e-05
"328","roberts",2004-11-28,0,0,4.78500350211545e-06
"329","roberts",2004-12-05,0,0,1.89629966142474e-06
"330","roberts",2004-12-12,0,0,8.59762332477375e-07
"331","deuel",2004-12-05,0,0,9.34609613777327e-07
"332","roberts",2004-12-26,0,0,6.96331723482481e-08
"333","deuel",2004-12-19,0,0,1.52649286504019e-07
"334","lake",2004-09-26,0,0,0.0115300529586935
"335","lake",2004-10-03,0,0,0.00585298348635982
"336","lake",2004-10-10,0,0,0.00324583510883627
"337","day",2004-11-21,0,0,1.69089678979609e-05
"338","day",2004-11-28,0,0,5.62110498575765e-06
"339","hamlin",2004-08-15,0,0,0.0336294128206803
"340","minnehaha",2004-09-19,0,0,0.0390890217250715
"341","hamlin",2004-08-29,0,0,0.0200861730507395
"342","minnehaha",2004-10-10,0,0,0.00989006602301394
"343","minnehaha",2004-10-17,0,0,0.00430230303454788
"344","hamlin",2004-10-31,0,0,0.000398583482343061
"345","lake",2004-12-12,0,0,2.05608443701e-06
"346","lake",2004-12-19,0,0,7.26440552003148e-07
"347","minnehaha",2004-11-21,0,0,0.000111021795651786
"348","minnehaha",2004-11-28,0,0,3.67875336976454e-05
"349","minnehaha",2004-12-05,0,0,1.25804890921488e-05
"350","clark",2004-06-27,0,0,0.0108420661393072
"351","clark",2004-07-04,0,0,0.0183587698756042
"352","clark",2004-07-11,0,0,0.024660978992764
"353","lincoln",2004-09-05,0,0,0.0313349757422052
"354","clark",2004-07-25,0,0,0.0443992402782774
"355","clark",2004-08-01,0,0,0.0377234485623137
"356","clark",2004-08-08,0,0,0.0381416471686994
"357","clark",2004-08-15,0,0,0.0214323972893101
"358","clark",2004-08-22,0,0,0.0151561727336655
"359","clark",2004-08-29,1,1,0.0132964812951574
"360","deuel",2004-08-08,0,0,0.0181001572801306
"361","deuel",2004-08-15,0,0,0.00947201042895695
"362","deuel",2004-09-26,0,0,0.00309597142047523
"363","deuel",2004-10-03,0,0,0.00160301031818791
"364","deuel",2004-10-10,0,0,0.000880502254951544
"365","deuel",2004-10-17,0,0,0.000346836996556878
"366","deuel",2004-10-24,0,0,0.000204545356002452
"367","deuel",2004-10-31,0,0,0.000107386346387987
"368","minnehaha",2004-07-04,0,0,0.130407202776486
"369","deuel",2004-11-14,0,0,1.56571412362283e-05
"370","deuel",2004-11-21,0,0,7.1288677801537e-06
"371","roberts",2004-12-19,0,0,2.87267044407747e-07
"372","minnehaha",2004-08-01,0,0,0.217913856567719
"373","minnehaha",2004-08-08,1,1,0.208256944259085
"374","minnehaha",2004-08-15,0,0,0.117091369410688
"375","minnehaha",2004-08-22,0,0,0.0781627247381467
"376","minnehaha",2004-08-29,0,0,0.0666794179750308
"377","minnehaha",2004-09-05,0,0,0.0620607399012061
"378","minnehaha",2004-09-12,0,0,0.0452811278549821
"379","lake",2004-12-26,0,0,2.03222941570054e-07
"380","deuel",2004-06-27,0,0,0.00487034129809659
"381","hamlin",2004-08-22,0,0,0.0229651056698168
"382","hamlin",2004-09-05,0,0,0.0202167837988695
"383","hamlin",2004-09-12,0,0,0.0155313522371628
"384","minnehaha",2004-10-24,0,0,0.00279741676579326
"385","mccook",2004-06-27,0,0,0.0161983394428049
"386","hamlin",2004-11-07,0,0,0.00017270124725442
"387","kingsbury",2004-10-03,0,0,0.00354036871943215
"388","kingsbury",2004-10-10,0,0,0.00200951947158998
"389","kingsbury",2004-10-17,0,0,0.000858060461193511
"390","kingsbury",2004-10-24,0,0,0.000514941827329408
"391","lincoln",2004-08-15,0,0,0.0634210890713583
"392","deuel",2004-09-12,0,0,0.00414396504610695
"393","deuel",2004-09-19,0,0,0.00351308366026558
"394","deuel",2004-07-04,0,0,0.00857649444035306
"395","roberts",2004-09-05,0,0,0.0112212677444205
"396","roberts",2004-09-12,0,0,0.00821633278403839
"397","roberts",2004-09-19,0,0,0.00712944037848323
"398","roberts",2004-09-26,0,0,0.0065169758910938
"399","mccook",2004-10-31,0,0,0.000264158395201093
"400","miner",2004-09-05,0,0,0.00503519359735942
"401","miner",2004-09-12,0,0,0.00392359000842625
"402","deuel",2004-08-22,0,0,0.00626819187878981
"403","deuel",2004-08-29,0,0,0.00547455273044886
"404","deuel",2004-09-05,0,0,0.00554829491644622
"405","hamlin",2004-08-08,0,0,0.0617281231564305
"406","lincoln",2004-08-22,0,0,0.0412620149375016
"407","roberts",2004-11-14,0,0,3.41289827684496e-05
"408","minnehaha",2004-06-27,0,0,0.0849902083447175
"409","miner",2004-11-07,0,0,5.4826464661308e-05
"410","minnehaha",2004-07-11,1,1,0.166373960951054
"411","minnehaha",2004-07-25,0,0,0.256902792352092
"412","hamlin",2004-06-27,0,0,0.018181419311137
"413","hamlin",2004-07-04,0,0,0.0307787930215648
"414","hamlin",2004-07-11,0,0,0.0424674720234652
"415","hamlin",2004-07-18,0,0,0.0653533618969081
"416","hamlin",2004-07-25,0,0,0.073711936692433
"417","hamlin",2004-08-01,0,0,0.0625750399296347
"418","kingsbury",2004-09-26,0,0,0.00680504667400018
"419","miner",2004-10-10,0,0,0.000869256322758759
"420","lincoln",2004-08-29,0,0,0.0350288197158786
"421","miner",2004-08-01,0,0,0.0175710140278787
"422","deuel",2004-07-11,0,0,0.0122132814863232
"423","deuel",2004-07-18,0,0,0.0193663093819222
"424","hamlin",2004-09-19,0,0,0.0132761435542422
"425","minnehaha",2004-10-31,0,0,0.00165995356895491
"426","lincoln",2004-07-04,0,0,0.076677968767517
"427","hamlin",2004-11-14,0,0,5.61698702983362e-05
"428","lincoln",2004-07-25,0,0,0.155570627966973
"429","lincoln",2004-08-01,0,0,0.126165343138094
"430","codington",2004-12-26,0,0,1.99852790025821e-07
"431","miner",2004-10-03,0,0,0.00154179034890569
"432","lincoln",2004-09-19,0,0,0.019079462345998
"433","miner",2004-10-17,0,0,0.000372355894180313
"434","miner",2004-10-31,0,0,0.000126748988136619
"435","miner",2004-10-24,0,0,0.000221741208975177
"436","miner",2004-11-28,0,0,2.50558880993204e-06
"437","deuel",2004-07-25,0,0,0.0222632223304361
"438","mccook",2004-10-24,0,0,0.000468869380204084
"439","deuel",2004-08-01,0,0,0.0186971658766461
"440","miner",2004-12-26,0,0,3.85540064763137e-08
"441","miner",2004-12-05,0,0,8.50201042952837e-07
"442","miner",2004-09-19,0,0,0.00345826739891842
"443","miner",2004-09-26,0,0,0.00292455961633452
"444","miner",2004-11-21,0,0,7.58677627250808e-06
"445","lincoln",2004-08-08,1,1,0.120230349769707
"446","lincoln",2004-09-12,0,0,0.021684718277035
"447","minnehaha",2004-07-18,0,0,0.232431752121722
"448","miner",2004-12-19,0,0,1.34965121563901e-07
"449","lincoln",2004-06-27,0,0,0.0508704871566988
"450","minnehaha",2004-11-07,0,0,0.00073682997601296
"451","miner",2004-12-12,0,0,3.83597945932901e-07
"452","miner",2004-08-22,0,0,0.00616090495078396
"453","lincoln",2004-07-18,0,0,0.136921428112991
"454","miner",2004-08-29,0,0,0.00521373616138225
"455","miner",2004-08-08,0,0,0.0171782966738766
"456","minnehaha",2004-11-14,0,0,0.000239309993972977
"457","miner",2004-08-15,0,0,0.00912182979587527
"458","lincoln",2004-07-11,0,0,0.0965266622073024
"459","miner",2004-11-14,0,0,1.75246646510353e-05
"460","deuel",2005-12-04,0,0,3.35465405670841e-07
"461","deuel",2005-11-20,0,0,5.78488089436517e-06
"462","hamlin",2005-08-28,0,0,0.125474528220919
"463","deuel",2005-12-11,0,0,6.75070994244173e-08
"464","hamlin",2005-09-11,0,0,0.0945578364362057
"465","hamlin",2005-09-18,0,0,0.062215278045141
"466","deuel",2005-11-13,0,0,2.24238646900228e-05
"467","hamlin",2005-08-14,1,1,0.197167317535407
"468","hamlin",2005-08-21,0,0,0.16657770308156
"469","hamlin",2005-04-17,0,0,8.01199733630692e-05
"470","mccook",2005-11-20,0,0,1.38225754688843e-05
"471","hamlin",2005-04-24,0,0,0.000190114087673186
"472","moody",2005-04-10,0,0,4.16126723599605e-06
"473","mccook",2005-11-13,0,0,5.30705887103249e-05
"474","deuel",2005-12-18,0,0,2.33001514835796e-08
"475","moody",2005-04-03,0,0,1.12487278437825e-06
"476","mccook",2005-11-27,0,0,4.74677986461868e-06
"477","moody",2005-04-17,0,0,1.04747195975108e-05
"478","deuel",2005-11-27,0,0,1.85482209907547e-06
"479","moody",2005-01-09,0,0,5.9964075192066e-09
"480","hamlin",2005-04-10,0,0,3.21021887360144e-05
"481","mccook",2005-09-04,0,0,0.0760467166058996
"482","hamlin",2005-09-04,0,0,0.0977629620908889
"483","moody",2005-06-05,0,0,0.00103968746432619
"484","hamlin",2005-05-15,0,0,0.000780629062121402
"485","hamlin",2005-05-22,0,0,0.00209627825566329
"486","hamlin",2005-05-29,0,0,0.00346755546404356
"487","hamlin",2005-05-08,0,0,0.000498073346536824
"488","mccook",2005-10-23,0,0,0.0011892335437256
"489","moody",2005-01-16,0,0,1.87623769158151e-09
"490","moody",2005-01-23,0,0,1.27500170995026e-09
"491","moody",2005-04-24,0,0,2.49075809277192e-05
"492","brookings",2005-01-02,0,0,2.34285411041705e-07
"493","mccook",2005-12-11,0,0,1.22150036096393e-07
"494","mccook",2005-12-18,0,0,4.0060033325106e-08
"495","hamlin",2005-05-01,0,0,0.000234439945044262
"496","deuel",2005-10-23,0,0,0.00045776393854337
"497","deuel",2005-11-06,0,0,5.36499848527524e-05
"498","hamlin",2005-08-07,1,1,0.24151622792439
"499","marshall",2005-01-02,0,0,5.42155029723772e-08
"500","marshall",2005-01-09,0,0,1.66371280754895e-08
"501","moody",2005-01-02,0,0,1.83591893600331e-08
"502","mccook",2005-10-30,0,0,0.000354364321500565
"503","deuel",2005-09-04,0,0,0.028101684619459
"504","marshall",2005-02-06,0,0,9.28005635124297e-09
"505","moody",2005-01-30,0,0,1.84712010860856e-09
"506","marshall",2005-02-20,0,0,2.37079156387663e-08
"507","marshall",2005-02-27,0,0,4.69936273921556e-08
"508","mccook",2005-12-25,0,0,1.87363721969435e-08
"509","marshall",2005-03-13,0,0,2.89025572336184e-07
"510","hamlin",2005-10-16,0,0,0.00474743734785298
"511","marshall",2005-03-27,0,0,1.31307075239442e-06
