"","district","weekstartdate","anycases","totalcases","est"
"48292","lyman",2017-12-10,0,0,1.64873091814481e-06
"48293","lyman",2017-12-17,0,0,1.08566378865572e-06
"48294","lyman",2017-12-24,0,0,3.10483910025774e-07
"48295","lyman",2017-12-31,0,0,3.20109638027753e-08
"48296","mellette",2017-04-30,0,0,2.45141786437428e-05
"48297","mellette",2017-05-07,0,0,4.28669932834734e-05
"48298","gregory",2017-07-02,0,0,0.00494546943420387
"48299","gregory",2017-07-09,0,0,0.00974154552675443
"48300","jackson",2017-02-19,0,0,7.3503711058121e-08
"48301","jackson",2017-02-26,0,0,9.70123009350054e-08
"48302","harding",2017-01-29,0,0,1.93278577314231e-08
"48303","harding",2017-02-05,0,0,3.42846428800129e-08
"48304","harding",2017-02-12,0,0,3.27581186625193e-08
"48305","harding",2017-02-19,0,0,6.94385899927084e-08
"48306","harding",2017-02-26,0,0,1.04754702723588e-07
"48307","harding",2017-03-05,0,0,2.59494502714469e-07
"48308","jackson",2017-04-16,0,0,3.63232767219946e-05
"48309","butte",2017-11-05,0,0,0.000199036370881224
"48310","butte",2017-11-12,0,0,6.05472146560231e-05
"48311","jackson",2017-04-30,0,0,3.99873329998827e-05
"48312","jackson",2017-05-07,0,0,6.92929903100119e-05
"48313","jackson",2017-05-14,0,0,0.000128151752382521
"48314","jackson",2017-05-21,0,0,0.000139720240021087
"48315","jackson",2017-05-28,0,0,0.000171021294738372
"48316","jackson",2017-06-04,0,0,0.000301200665103531
"48317","jackson",2017-06-11,0,0,0.000823799711350214
"48318","corson",2017-01-29,0,0,8.95315443651915e-09
"48319","pennington",2017-05-14,0,0,0.00223885134597351
"48320","pennington",2017-05-21,0,0,0.00225417739396586
"48321","pennington",2017-05-28,0,0,0.00279809260167404
"48322","pennington",2017-06-04,0,0,0.00510629165297685
"48323","pennington",2017-06-11,0,0,0.0131898587746949
"48324","pennington",2017-06-18,0,0,0.0226351124388874
"48325","pennington",2017-06-25,0,0,0.0270590937795966
"48326","haakon",2017-07-02,0,0,0.000461505582979554
"48327","tripp",2017-03-19,0,0,4.15397503885759e-06
"48328","tripp",2017-03-26,0,0,1.12272007951384e-05
"48329","tripp",2017-04-02,0,0,3.47063036028143e-05
"48330","tripp",2017-04-09,0,0,8.22762512136445e-05
"48331","todd",2017-10-15,0,0,0.00134372475668909
"48332","lawrence",2017-04-23,0,0,0.000428531559594771
"48333","lawrence",2017-04-30,0,0,0.000254491228346984
"48334","lawrence",2017-05-07,0,0,0.000420992412383592
"48335","todd",2017-11-12,0,0,3.19174553097189e-05
"48336","todd",2017-11-19,0,0,2.04260089326364e-05
"48337","todd",2017-11-26,0,0,1.64576518707069e-05
"48338","todd",2017-12-03,0,0,1.25678518248275e-05
"48339","todd",2017-12-10,0,0,4.80793378247901e-06
"48340","todd",2017-12-17,0,0,2.95740290592288e-06
"48341","todd",2017-12-24,0,0,8.06112070048469e-07
"48342","perkins",2017-04-02,0,0,8.72660575377939e-06
"48343","perkins",2017-04-09,0,0,2.51229188350427e-05
"48344","perkins",2017-04-16,0,0,5.41674264831726e-05
"48345","lawrence",2017-08-06,0,0,0.119125723130549
"48346","lawrence",2017-08-13,0,0,0.10907528081722
"48347","lawrence",2017-08-20,0,0,0.11117992609082
"48348","haakon",2017-12-17,0,0,2.82855531499542e-07
"48349","lawrence",2017-09-03,0,0,0.111852606220428
"48350","charlesmix",2017-05-28,0,0,0.00117975181938192
"48351","charlesmix",2017-06-04,0,0,0.00213240997025734
"48352","charlesmix",2017-06-11,0,0,0.00683173344210209
"48353","charlesmix",2017-06-18,0,0,0.0154441686442032
"48354","charlesmix",2017-06-25,0,0,0.0176497032548355
"48355","perkins",2017-06-18,0,0,0.00310326051544505
"48356","perkins",2017-06-25,0,0,0.00355559801194149
"48357","perkins",2017-07-02,0,0,0.00506162557754991
"48358","ziebach",2017-04-09,0,0,4.40397325459156e-06
"48359","ziebach",2017-04-16,0,0,1.02998723423986e-05
"48360","jones",2017-02-05,0,0,3.51327700116883e-08
"48361","jones",2017-02-12,0,0,3.34265094451011e-08
"48362","jones",2017-02-19,0,0,7.7468012447424e-08
"48363","jones",2017-02-26,0,0,1.11613145749167e-07
"48364","jones",2017-03-05,0,0,2.56446984471106e-07
"48365","jones",2017-03-12,0,0,2.9210929847406e-07
"48366","jones",2017-03-19,0,0,8.43291577373188e-07
"48367","dewey",2017-06-25,0,0,0.00670267432797351
"48368","dewey",2017-07-23,0,0,0.0560159387424849
"48369","gregory",2017-04-09,0,0,2.2941469629498e-05
"48370","butte",2017-06-11,0,0,0.00452295561846538
"48371","meade",2017-01-15,0,0,2.90634649933537e-08
"48372","meade",2017-01-22,0,0,5.65915050475169e-08
"48373","meade",2017-01-29,0,0,6.51039909968381e-08
"48374","dewey",2017-09-03,0,0,0.0828990178678667
"48375","dewey",2017-09-10,0,0,0.05741382008344
"48376","jones",2017-05-21,0,0,0.000236053275634338
"48377","jones",2017-05-28,0,0,0.00029850455406695
"48378","jones",2017-06-04,0,0,0.000507352637365765
"48379","jones",2017-06-11,0,0,0.00143848049372832
"48380","dewey",2017-11-05,0,0,0.000163349236534479
"48381","meade",2017-04-16,0,0,0.000176672057531775
"48382","meade",2017-04-23,0,0,0.000290977308688425
"48383","meade",2017-04-02,0,0,3.42681522591325e-05
"48384","jackson",2017-03-12,0,0,2.60122031576181e-07
"48385","jackson",2017-03-19,0,0,8.33648694724462e-07
"48386","meade",2017-05-21,0,0,0.000753093508937452
"48387","meade",2017-05-28,0,0,0.000961174038111346
"48388","meade",2017-06-04,0,0,0.00175570469468599
"48389","butte",2017-01-01,0,0,2.58013821995293e-07
"48390","butte",2017-01-08,0,0,5.0114350321516e-08
"48391","butte",2017-01-15,0,0,2.7501523802258e-08
"48392","butte",2017-01-29,0,0,6.18067537620439e-08
"48393","butte",2017-02-05,0,0,1.11319947896582e-07
"48394","butte",2017-02-12,0,0,1.19983482608427e-07
"48395","butte",2017-02-19,0,0,2.38416046898473e-07
"48396","butte",2017-02-26,0,0,3.3259808631984e-07
"48397","butte",2017-03-05,0,0,8.06490592073659e-07
"48398","butte",2017-03-12,0,0,9.28218509630381e-07
"48399","butte",2017-03-19,0,0,3.63211155973895e-06
"48400","butte",2017-03-26,0,0,1.2426835065641e-05
"48401","butte",2017-04-02,0,0,3.83188821455798e-05
"48402","gregory",2017-02-19,0,0,1.39238214809533e-07
"48403","gregory",2017-02-26,0,0,1.97883042254466e-07
"48404","gregory",2017-03-05,0,0,4.2694850098088e-07
"48405","gregory",2017-03-12,0,0,4.97660277436173e-07
"48406","gregory",2017-03-19,0,0,1.15696309937717e-06
"48407","gregory",2017-03-26,0,0,2.98515579429765e-06
"48408","gregory",2017-04-02,0,0,9.31457875230589e-06
"48409","lawrence",2017-03-05,0,0,4.62197626101049e-06
"48410","lawrence",2017-03-12,0,0,5.54846989618488e-06
"48411","butte",2017-06-18,0,0,0.00773945946685552
"48412","butte",2017-06-25,0,0,0.0091057813887046
"48413","mellette",2017-04-02,0,0,4.61367648791186e-06
"48414","mellette",2017-03-19,0,0,5.46920476039096e-07
"48415","mellette",2017-04-16,0,0,2.2336024513336e-05
"48416","mellette",2017-04-23,0,0,3.6650887007603e-05
"48417","todd",2017-01-01,0,0,1.89837135573417e-07
"48418","todd",2017-01-08,0,0,4.79091762065978e-08
"48419","todd",2017-01-15,0,0,3.41745931162563e-08
"48420","todd",2017-01-22,0,0,6.76771910294027e-08
"48421","mellette",2017-05-14,0,0,8.07919443656536e-05
"48422","mellette",2017-05-21,0,0,9.36707916829025e-05
"48423","jackson",2017-03-05,0,0,2.16898353689638e-07
"48424","charlesmix",2017-04-09,0,0,8.5568788342698e-05
"48425","perkins",2017-03-19,0,0,5.37044029193618e-07
"48426","jackson",2017-03-26,0,0,2.59096298236583e-06
"48427","jackson",2017-04-02,0,0,7.50688583682715e-06
"48428","jackson",2017-04-09,0,0,1.81974399091817e-05
"48429","gregory",2017-09-10,0,0,0.0285072714802286
"48430","gregory",2017-09-17,0,0,0.0199802153752645
"48431","gregory",2017-09-24,0,0,0.0142852225599659
"48432","gregory",2017-10-01,0,0,0.00823647362880075
"48433","gregory",2017-10-08,0,0,0.0044471158021018
"48434","gregory",2017-10-15,0,0,0.00153664709088373
"48435","gregory",2017-10-22,0,0,0.00108007757524818
"48436","oglalalakota",2017-12-10,0,0,8.2079088627155e-06
"48437","oglalalakota",2017-12-17,0,0,5.11490804142506e-06
"48438","oglalalakota",2017-12-24,0,0,1.43504641434197e-06
"48439","jackson",2017-06-18,0,0,0.00152563896216632
"48440","tripp",2017-01-15,0,0,7.4691337285841e-08
"48441","tripp",2017-01-22,0,0,1.51785841239217e-07
"48442","tripp",2017-01-29,0,0,1.6028398418716e-07
"48443","tripp",2017-02-05,0,0,2.45365518082346e-07
"48444","tripp",2017-02-12,0,0,1.86808131874636e-07
"48445","tripp",2017-02-19,0,0,4.24389226626997e-07
"48446","tripp",2017-02-26,0,0,6.16810810056236e-07
"48447","tripp",2017-03-05,0,0,1.4031831670398e-06
"48448","lawrence",2017-02-26,0,0,2.26400106686552e-06
"48449","mellette",2017-01-29,0,0,1.62179639317786e-08
"48450","mellette",2017-02-05,0,0,2.66925162511602e-08
"48451","lawrence",2017-03-19,0,0,2.00131179544144e-05
"48452","lawrence",2017-03-26,0,0,5.42891392451383e-05
"48453","charlesmix",2017-01-22,0,0,1.69601687044484e-07
"48454","charlesmix",2017-01-29,0,0,1.89556506004364e-07
"48455","charlesmix",2017-02-05,0,0,2.8595606674171e-07
"48456","lawrence",2017-05-14,0,0,0.000759593952202205
"48457","lawrence",2017-05-21,0,0,0.00071352618077135
"48458","lawrence",2017-05-28,0,0,0.000902330381480275
"48459","lawrence",2017-06-04,0,0,0.00174477325558548
"48460","lawrence",2017-06-11,0,0,0.00440459197255403
"48461","lawrence",2017-06-18,0,0,0.00701519242578201
"48462","lawrence",2017-06-25,0,0,0.00851455790554824
"48463","charlesmix",2017-04-02,0,0,3.25419333242598e-05
"48464","mellette",2017-05-28,0,0,0.000119223067845998
"48465","mellette",2017-06-04,0,0,0.000213182025499731
"48466","charlesmix",2017-04-23,0,0,0.000313738431018841
"48467","charlesmix",2017-04-30,0,0,0.00022012410301702
"48468","charlesmix",2017-05-07,0,0,0.000351995402010394
"48469","charlesmix",2017-05-14,0,0,0.000701713448363331
"48470","charlesmix",2017-05-21,0,0,0.000901861670721054
"48471","perkins",2017-05-14,0,0,0.000249914154698629
"48472","perkins",2017-05-21,0,0,0.000272976843732385
"48473","perkins",2017-05-28,0,0,0.000354569294085269
"48474","perkins",2017-06-04,0,0,0.000643764482455087
"48475","perkins",2017-06-11,0,0,0.00169640605788511
"48476","brule",2017-07-16,0,0,0.0239672077363742
"48477","brule",2017-07-23,0,0,0.0441278461307393
"48478","brule",2017-07-30,0,0,0.0669474533249844
"48479","brule",2017-08-06,0,0,0.066235220397691
"48480","brule",2017-08-13,0,0,0.0641654535583162
"48481","ziebach",2017-04-02,0,0,1.43801857927139e-06
"48482","dewey",2017-05-14,0,0,0.000437490819779753
"48483","dewey",2017-05-21,0,0,0.000523283828748803
"48484","dewey",2017-05-28,0,0,0.00067029173510201
"48485","dewey",2017-06-04,0,0,0.00110844728769219
"48486","dewey",2017-06-11,0,0,0.00294783622569854
"48487","dewey",2017-06-18,0,0,0.00598724391383492
"48488","mellette",2017-01-22,0,0,1.51724427629781e-08
"48489","tripp",2017-03-12,0,0,1.6400374300864e-06
"48490","mellette",2017-12-17,0,0,1.14430805821905e-06
"48491","mellette",2017-02-12,0,0,2.32272819074727e-08
"48492","mellette",2017-02-19,0,0,5.08063052222829e-08
"48493","mellette",2017-02-26,0,0,7.04376618967857e-08
"48494","mellette",2017-03-05,0,0,1.61257094374159e-07
"48495","meade",2017-02-05,0,0,1.21603314741531e-07
"48496","meade",2017-02-12,0,0,1.32698665357733e-07
"48497","dewey",2017-09-17,0,0,0.0374530276243576
"48498","dewey",2017-09-24,0,0,0.0234337802179723
"48499","dewey",2017-10-01,0,0,0.0147013421094048
"48500","meade",2017-04-09,0,0,8.66117287672119e-05
"48501","meade",2017-03-19,0,0,3.33230912941676e-06
"48502","oglalalakota",2017-08-20,0,0,0.0636137712561788
"48503","meade",2017-03-26,0,0,1.12447628780999e-05
"48504","perkins",2017-03-05,0,0,1.67380422137886e-07
"48505","perkins",2017-03-12,0,0,1.55376724826009e-07
"48506","mellette",2017-06-11,0,0,0.000617231757937916
"48507","mellette",2017-06-18,0,0,0.00118782253213532
"48508","mellette",2017-06-25,0,0,0.00136396785282693
"48509","mellette",2017-07-02,0,0,0.00179421320535904
"48510","mellette",2017-07-09,0,0,0.00345290005908723
"48511","mellette",2017-07-16,0,0,0.00636052060515944
"48512","harding",2017-03-19,0,0,9.56650048827926e-07
"48513","butte",2017-01-22,0,0,5.49416356705377e-08
"48514","harding",2017-04-02,0,0,1.44829330715437e-05
"48515","harding",2017-04-09,0,0,3.721722671826e-05
"48516","harding",2017-04-16,0,0,7.47178343533408e-05
"48517","jones",2017-10-22,0,0,0.000953567473021876
"48518","jones",2017-10-29,0,0,0.000344289321745657
"48519","jones",2017-11-05,0,0,8.77459342038862e-05
"48520","jones",2017-11-12,0,0,2.44995198161992e-05
"48521","jones",2017-11-19,0,0,1.36774989401981e-05
"48522","jones",2017-11-26,0,0,1.05007668561879e-05
"48523","butte",2017-04-09,0,0,9.44644687133075e-05
"48524","butte",2017-04-16,0,0,0.000191328026050702
"48525","mellette",2017-01-01,0,0,5.22931414854563e-08
"48526","mellette",2017-01-08,0,0,1.22266303411812e-08
"48527","mellette",2017-01-15,0,0,7.8981373016605e-09
"48528","haakon",2017-06-04,0,0,5.3673084434078e-05
"48529","oglalalakota",2017-05-14,0,0,0.000368159375941107
"48530","oglalalakota",2017-05-21,0,0,0.000374245585213504
"48531","mellette",2017-12-24,0,0,3.19057172744366e-07
"48532","mellette",2017-12-31,0,0,3.61978258303541e-08
"48533","todd",2017-10-08,0,0,0.00354549449904086
"48534","charlesmix",2017-01-15,0,0,8.25906612967338e-08
"48535","mellette",2017-03-12,0,0,1.90529733046339e-07
"48536","oglalalakota",2017-07-09,0,0,0.0110240848422971
"48537","mellette",2017-03-26,0,0,1.56471015059554e-06
"48538","oglalalakota",2017-07-23,0,0,0.0346651528351292
"48539","oglalalakota",2017-07-30,0,0,0.0581147456251715
"48540","oglalalakota",2017-08-06,0,0,0.0614911701297706
"48541","oglalalakota",2017-08-13,0,0,0.0610886145564848
"48542","charlesmix",2017-03-19,0,0,3.67737445303853e-06
"48543","gregory",2017-07-16,0,0,0.0177792233664932
"48544","gregory",2017-06-18,0,0,0.00349857633809501
"48545","gregory",2017-07-23,0,0,0.0322990836289159
"48546","brule",2017-04-16,0,0,5.18336629023682e-05
"48547","perkins",2017-03-26,0,0,2.16035376350709e-06
"48548","ziebach",2017-01-01,0,0,1.02196734462203e-08
"48549","perkins",2017-04-23,0,0,8.948157209032e-05
"48550","perkins",2017-04-30,0,0,6.8035309756816e-05
"48551","lawrence",2017-08-27,1,4,0.109249660244829
"48552","brule",2017-06-11,0,0,0.00200959174910458
"48553","harding",2017-03-26,0,0,3.72282724796564e-06
"48554","brule",2017-06-25,0,0,0.00545664275367874
"48555","brule",2017-07-02,0,0,0.00664505999628437
"48556","brule",2017-07-09,0,0,0.0134846915336674
"48557","harding",2017-04-23,0,0,0.000115575910546683
"48558","harding",2017-04-30,0,0,8.52961114884251e-05
"48559","harding",2017-05-07,0,0,0.000157875517329625
"48560","pennington",2017-04-30,0,0,0.000713575428589879
"48561","pennington",2017-05-07,0,0,0.00121257795792953
"48562","haakon",2017-04-23,0,0,9.8044809200406e-06
"48563","haakon",2017-04-30,0,0,6.81787555812557e-06
"48564","haakon",2017-05-07,0,0,1.22519759802138e-05
"48565","haakon",2017-05-14,0,0,2.30704715335067e-05
"48566","haakon",2017-05-21,0,0,2.56377486931959e-05
"48567","haakon",2017-05-28,0,0,3.15434746222293e-05
"48568","oglalalakota",2017-05-07,0,0,0.000202650512894203
"48569","mellette",2017-11-19,0,0,7.48241944875305e-06
"48570","haakon",2017-06-11,0,0,0.000146440640798475
"48571","oglalalakota",2017-05-28,0,0,0.000452010155046055
"48572","oglalalakota",2017-06-04,0,0,0.000817570840384929
"48573","oglalalakota",2017-06-11,0,0,0.00210633862720685
"48574","oglalalakota",2017-06-18,0,0,0.00360045325416449
"48575","perkins",2017-01-01,0,0,6.09436975514844e-08
"48576","perkins",2017-01-08,0,0,1.09963756629082e-08
"48577","charlesmix",2017-02-12,0,0,2.15883748871019e-07
"48578","charlesmix",2017-02-19,0,0,5.19295140703893e-07
"48579","charlesmix",2017-02-26,0,0,7.51191045008972e-07
"48580","charlesmix",2017-03-05,0,0,1.52480455615044e-06
"48581","charlesmix",2017-03-12,0,0,1.75172958577857e-06
"48582","gregory",2017-06-04,0,0,0.000509360618211607
"48583","charlesmix",2017-03-26,0,0,9.62186716755651e-06
"48584","perkins",2017-02-26,0,0,6.86760905504036e-08
"48585","brule",2017-04-02,0,0,9.01371372440466e-06
"48586","gregory",2017-07-30,0,0,0.0503371952741808
"48587","gregory",2017-08-06,0,0,0.0498448166711736
"48588","gregory",2017-08-13,0,0,0.049160513357279
"48589","gregory",2017-08-20,0,0,0.0539841327810373
"48590","gregory",2017-08-27,0,0,0.0498806582405556
"48591","gregory",2017-09-03,0,0,0.0465982363081791
"48592","pennington",2017-02-19,0,0,2.07276457267645e-06
"48593","brule",2017-06-18,0,0,0.00463250163995176
"48594","jackson",2017-04-23,0,0,6.00194002681439e-05
"48595","mellette",2017-08-13,0,0,0.0230042123573347
"48596","mellette",2017-08-20,0,0,0.0246520769056528
"48597","ziebach",2017-02-19,0,0,8.44642417886442e-09
"48598","ziebach",2017-02-26,0,0,1.27970499722815e-08
"48599","ziebach",2017-03-05,0,0,3.05964363668994e-08
"48600","ziebach",2017-03-12,0,0,2.97858661055928e-08
"48601","ziebach",2017-03-19,0,0,9.16159975565207e-08
"48602","brule",2017-08-20,0,0,0.0658209081578974
"48603","dewey",2017-04-30,0,0,0.000111503574535993
"48604","dewey",2017-05-07,0,0,0.000222391081673408
"48605","oglalalakota",2017-04-16,0,0,0.000118995346082386
"48606","oglalalakota",2017-04-23,0,0,0.000189583148080733
"48607","oglalalakota",2017-04-30,0,0,0.000122008251413433
"48608","mellette",2017-11-12,0,0,1.23911511174087e-05
"48609","jones",2017-12-17,0,0,2.2769624188245e-06
"48610","jones",2017-12-24,0,0,6.48828464969447e-07
"48611","mellette",2017-12-03,0,0,4.62170790872165e-06
"48612","mellette",2017-12-10,0,0,1.85181530443262e-06
"48613","charlesmix",2017-01-01,0,0,5.32439387477454e-07
"48614","charlesmix",2017-01-08,0,0,1.38577953962006e-07
"48615","oglalalakota",2017-06-25,0,0,0.00427429073997919
"48616","oglalalakota",2017-07-02,0,0,0.0058068290710007
"48617","gregory",2017-04-30,0,0,5.40379849170421e-05
"48618","meade",2017-02-19,0,0,2.7272384587082e-07
"48619","meade",2017-02-26,0,0,3.59365178585651e-07
"48620","meade",2017-03-05,0,0,8.34052277085495e-07
"48621","meade",2017-03-12,0,0,9.36194857533293e-07
"48622","perkins",2017-02-12,0,0,2.10659350599402e-08
"48623","gregory",2017-06-11,0,0,0.00162296512714802
"48624","brule",2017-02-19,0,0,1.25514673609948e-07
"48625","brule",2017-02-26,0,0,1.86951363423202e-07
"48626","brule",2017-04-09,0,0,2.44840537753666e-05
"48627","brule",2017-03-19,0,0,9.00391280571309e-07
"48628","brule",2017-04-23,0,0,9.22880839597352e-05
"48629","brule",2017-04-30,0,0,6.80276682638206e-05
"48630","brule",2017-05-07,0,0,0.000115590253529663
"48631","brule",2017-05-14,0,0,0.00023046205595379
"48632","ziebach",2017-01-08,0,0,1.91203110256228e-09
"48633","mellette",2017-07-23,0,0,0.0115143892102459
"48634","ziebach",2017-01-22,0,0,1.50279233280661e-09
"48635","ziebach",2017-01-29,0,0,2.17011135972459e-09
"48636","ziebach",2017-02-05,0,0,4.00535006757074e-09
"48637","mellette",2017-08-27,0,0,0.0227737894376547
"48638","mellette",2017-09-03,0,0,0.0209316738049492
"48639","mellette",2017-09-10,0,0,0.0128982055621185
"48640","mellette",2017-09-17,0,0,0.00867644429396997
"48641","mellette",2017-09-24,0,0,0.00527218414047263
"48642","mellette",2017-10-01,0,0,0.00301936277909618
"48643","jackson",2017-06-25,0,0,0.00178612465861466
"48644","oglalalakota",2017-04-09,0,0,6.14930746068108e-05
"48645","mellette",2017-10-22,0,0,0.000425959571086487
"48646","mellette",2017-10-29,0,0,0.000156199486043355
"48647","mellette",2017-11-05,0,0,4.13804233884308e-05
"48648","jones",2017-12-10,0,0,3.5311447718243e-06
"48649","lawrence",2017-01-29,0,0,7.09750236204022e-07
"48650","lawrence",2017-02-05,0,0,1.051555311303e-06
"48651","jones",2017-12-31,0,0,6.6869623348515e-08
"48652","lawrence",2017-02-19,0,0,1.6917586042529e-06
"48653","todd",2017-08-13,0,0,0.0536058634504955
"48654","todd",2017-08-20,0,0,0.0595805048849823
"48655","brule",2017-01-01,0,0,1.19661975824255e-07
"48656","todd",2017-09-17,0,0,0.0211327596605793
"48657","todd",2017-09-24,0,0,0.0125334457763615
"48658","oglalalakota",2017-07-16,0,0,0.0207027037308085
"48659","gregory",2017-05-14,0,0,0.000174730946978305
"48660","gregory",2017-05-21,0,0,0.000216192471192163
"48661","gregory",2017-05-28,0,0,0.00027984977665415
"48662","brule",2017-02-05,0,0,6.16907966543786e-08
"48663","perkins",2017-02-19,0,0,4.54720291185491e-08
"48664","harding",2017-09-03,1,1,0.0443475752493944
"48665","harding",2017-09-10,0,0,0.0333886859404624
"48666","todd",2017-01-29,0,0,6.73245430558418e-08
"48667","todd",2017-02-05,0,0,1.01439509218519e-07
"48668","todd",2017-02-12,0,0,7.92921081147815e-08
"48669","todd",2017-02-19,0,0,1.65088362597973e-07
"48670","todd",2017-02-26,0,0,2.2070108916661e-07
"48671","todd",2017-03-05,0,0,4.98105107021052e-07
"48672","todd",2017-03-12,0,0,6.20169726170204e-07
"48673","perkins",2017-05-07,0,0,0.000133054828169349
"48674","pennington",2017-02-26,0,0,2.59272772314277e-06
"48675","pennington",2017-03-05,0,0,5.5192434006134e-06
"48676","pennington",2017-03-12,0,0,6.76808432813226e-06
"48677","ziebach",2017-02-12,0,0,3.83362345939064e-09
"48678","dewey",2017-03-19,0,0,5.37562155809811e-07
"48679","dewey",2017-03-26,0,0,2.1922518969119e-06
"48680","dewey",2017-04-02,0,0,9.78517483579343e-06
"48681","dewey",2017-04-09,0,0,3.19897577979153e-05
"48682","dewey",2017-04-16,0,0,7.5989110187392e-05
"48683","ziebach",2017-03-26,0,0,3.63988218723297e-07
"48684","tripp",2017-01-01,0,0,4.50486229933139e-07
"48685","haakon",2017-04-16,0,0,5.61058922069665e-06
"48686","lawrence",2017-01-08,0,0,3.6486820385988e-07
"48687","jones",2017-12-03,0,0,8.31233537890539e-06
"48688","lawrence",2017-01-22,0,0,6.71730390150801e-07
"48689","harding",2017-06-11,0,0,0.00167157753795752
"48690","harding",2017-06-18,0,0,0.00287376923701125
"48691","mellette",2017-11-26,0,0,5.9445222613447e-06
"48692","lawrence",2017-02-12,0,0,1.04141732593746e-06
"48693","todd",2017-08-06,0,0,0.0529176723907781
"48694","harding",2017-07-09,0,0,0.00939134207454204
"48695","todd",2017-08-27,0,0,0.0562371902650287
"48696","gregory",2017-04-16,0,0,4.70805939997214e-05
"48697","gregory",2017-04-23,0,0,7.99930382904315e-05
"48698","perkins",2017-01-15,0,0,4.79766358578577e-09
"48699","perkins",2017-01-22,0,0,9.35284160109627e-09
"48700","perkins",2017-01-29,0,0,1.32814655196386e-08
"48701","perkins",2017-02-05,0,0,2.32275834261408e-08
"48702","brule",2017-06-04,0,0,0.000647566526859273
"48703","brule",2017-02-12,0,0,5.08884252718451e-08
"48704","pennington",2017-03-19,0,0,2.42911599285101e-05
"48705","pennington",2017-03-26,0,0,7.38407026825804e-05
"48706","brule",2017-03-05,0,0,3.74305166511628e-07
"48707","brule",2017-03-12,0,0,4.02639199604799e-07
"48708","harding",2017-10-08,0,0,0.00250225270127534
"48709","brule",2017-03-26,0,0,2.44038658616791e-06
"48710","dewey",2017-01-01,0,0,8.04403206244088e-08
"48711","dewey",2017-01-08,0,0,1.49767169775066e-08
"48712","dewey",2017-01-15,0,0,5.91668240252378e-09
"48713","todd",2017-03-19,0,0,1.76474855832838e-06
"48714","brule",2017-05-28,0,0,0.000376064082596088
"48715","harding",2017-06-04,0,0,0.0006600870941112
"48716","dewey",2017-02-26,0,0,8.23265737263485e-08
"48717","todd",2017-07-09,0,0,0.00864734746380287
"48718","harding",2017-06-25,0,0,0.00331372362825718
"48719","pennington",2017-04-02,0,0,0.000188033882654239
"48720","pennington",2017-04-09,0,0,0.000404959449678417
"48721","pennington",2017-04-16,0,0,0.000729675197825217
"48722","pennington",2017-04-23,0,0,0.00112269469135013
"48723","corson",2017-01-15,0,0,3.15074839415550e-09
"48724","corson",2017-01-22,0,0,5.353594159174e-09
"48725","harding",2017-05-14,0,0,0.000272578453181528
"48726","harding",2017-05-21,0,0,0.00028100348170411
"48727","lawrence",2017-01-15,0,0,3.06718975926133e-07
"48728","brule",2017-01-29,0,0,3.64849889003455e-08
"48729","todd",2017-07-02,0,0,0.00444379777451101
"48730","harding",2017-08-27,0,0,0.0453140128836332
"48731","dewey",2017-03-05,0,0,1.89784620574897e-07
"48732","todd",2017-07-23,0,0,0.0280492217136916
"48733","todd",2017-07-30,0,0,0.0497527649175176
"48734","harding",2017-07-02,0,0,0.00472318263686656
"48735","harding",2017-07-16,0,0,0.0191023375710309
"48736","todd",2017-09-03,0,0,0.0514276080274649
"48737","brule",2017-01-08,0,0,2.88615409617494e-08
"48738","brule",2017-01-15,0,0,1.56799251457757e-08
"48739","gregory",2017-05-07,0,0,8.96118298187453e-05
"48740","brule",2017-01-22,0,0,2.99109985359696e-08
"48741","pennington",2017-02-12,0,0,1.08903470092607e-06
"48742","todd",2017-03-26,0,0,4.78498449028874e-06
"48743","todd",2017-04-02,0,0,1.28930945943287e-05
"48744","lawrence",2017-01-01,0,0,1.30718964413508e-06
"48745","dewey",2017-03-12,0,0,1.85645049070722e-07
"48746","harding",2017-09-17,0,0,0.0196529569710952
"48747","gregory",2017-06-25,0,0,0.00398134726573195
"48748","pennington",2017-01-01,0,0,1.56887825459223e-06
"48749","pennington",2017-01-08,0,0,3.71492657103921e-07
"48750","pennington",2017-01-15,0,0,2.66815442828659e-07
"48751","pennington",2017-01-22,0,0,5.41000488828424e-07
"48752","pennington",2017-01-29,0,0,5.72762545836784e-07
"48753","brule",2017-05-21,0,0,0.000292402376432988
"48754","harding",2017-05-28,0,0,0.000355756161929839
"48755","mellette",2017-10-15,0,0,0.000570888971401881
"48756","haakon",2017-03-26,0,0,2.94226782690261e-07
"48757","ziebach",2017-01-15,0,0,8.49316550320769e-10
"48758","todd",2017-07-16,0,0,0.0158136935428393
"48759","harding",2017-12-31,0,0,1.02110814032337e-07
"48760","todd",2017-05-07,0,0,9.8977807231122e-05
"48761","todd",2017-05-14,0,0,0.000185557373558497
"48762","todd",2017-05-21,0,0,0.00021279968306775
"48763","todd",2017-05-28,0,0,0.000269594826329995
"48764","dewey",2017-04-23,0,0,0.000139395716262404
"48765","corson",2017-01-08,0,0,8.46863565998670e-09
"48766","todd",2017-06-11,0,0,0.00154735084260857
"48767","harding",2017-08-20,0,0,0.0478658336700716
"48768","dewey",2017-01-22,0,0,9.46806564901463e-09
"48769","dewey",2017-01-29,0,0,1.49853862232655e-08
"48770","haakon",2017-03-12,0,0,2.7161135419346e-08
"48771","mellette",2017-07-30,0,0,0.0207603333200166
